caseid,sex,total_children,age,age_at_first_birth,religion_importance,income_family,occupation,education,partner_education,partner_sex,region,pop_center,decade_first_birth,age_group,age_at_first_birth_group,child,education_level,partner_education_level
18706,Female,2,69.1,25.5,Very important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1960,65,25,1,HS or less,NA
18712,Female,2,65.2,22.4,Very important,"$125,000 and more","Business, finance, and administration occupations","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Less than high school diploma or its equivalent,Male,Ontario,Larger urban population centres (CMA/CA),1960,65,20,1,University Undergraduate,HS or less
18715,Female,1,54.6,28.3,Somewhat important,"$125,000 and more","Business, finance, and administration occupations","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Quebec,Larger urban population centres (CMA/CA),1980,50,25,1,University Undergraduate,University Undergraduate
18716,Female,0,17.9,NA,Very important,"$125,000 and more",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,15,NA,0,HS or less,NA
18718,Female,0,27.3,NA,Not at all important,"$100,000 to $ 124,999",Sales and service occupations,Trade certificate or diploma,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,25,NA,0,College / Trade,NA
18719,Female,2,32.5,24.9,Very important,"Less than $25,000",Health occupations,"College, CEGEP or other non-university certificate or di...",Trade certificate or diploma,Male,Prairie region,Larger urban population centres (CMA/CA),2000,30,20,1,College / Trade,College / Trade
18724,Female,1,76.2,19,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,75,15,1,HS or less,NA
18725,Female,0,30.3,NA,Very important,"Less than $25,000",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,30,NA,0,College / Trade,NA
18726,Female,2,69.3,25.3,Very important,"$50,000 to $74,999",NA,"College, CEGEP or other non-university certificate or di...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Rural areas and small population centres (non CMA/CA),1960,65,25,1,College / Trade,HS or less
18727,Female,1,80,27.5,Not very important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),NA,80,25,1,HS or less,NA
18732,Female,0,28.8,NA,Not at all important,"$75,000 to $99,999","Business, finance, and administration occupations","University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,British Columbia,Larger urban population centres (CMA/CA),NA,25,NA,0,University Graduate,University Undergraduate
18734,Female,0,29,NA,Not very important,"$125,000 and more","Business, finance, and administration occupations","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,25,NA,0,University Undergraduate,NA
18735,Female,2,59.6,23.5,Very important,"$125,000 and more","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,Trade certificate or diploma,Male,Prairie region,Larger urban population centres (CMA/CA),1970,55,20,1,HS or less,College / Trade
18736,Female,1,26.8,24.8,Very important,"$50,000 to $74,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...",NA,Male,Prairie region,Larger urban population centres (CMA/CA),2000,25,20,1,College / Trade,NA
18737,Female,0,30,NA,Not at all important,"$50,000 to $74,999",Sales and service occupations,Trade certificate or diploma,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Prairie region,Larger urban population centres (CMA/CA),NA,30,NA,0,College / Trade,University Undergraduate
18738,Female,0,33,NA,Somewhat important,"$25,000 to $49,999","Business, finance, and administration occupations","University certificate, diploma or degree above the bach...",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,30,NA,0,University Graduate,NA
18742,Female,1,80,23.5,Somewhat important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,80,20,1,HS or less,NA
18747,Female,2,56.5,25.8,Not at all important,"$25,000 to $49,999",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),1970,55,25,1,HS or less,NA
18749,Female,3,45.5,21.7,Not at all important,"$75,000 to $99,999",Sales and service occupations,Trade certificate or diploma,Trade certificate or diploma,No Partner,Quebec,Larger urban population centres (CMA/CA),1980,45,20,1,College / Trade,College / Trade
18752,Female,2,73.6,25.4,Very important,"$100,000 to $ 124,999",NA,"College, CEGEP or other non-university certificate or di...",Less than high school diploma or its equivalent,Male,Atlantic region,Prince Edward Island,NA,70,25,1,College / Trade,HS or less
18754,Female,0,30.2,NA,Very important,"$75,000 to $99,999","Occupations in education, law and social, community and ...","College, CEGEP or other non-university certificate or di...",Trade certificate or diploma,Male,Atlantic region,Larger urban population centres (CMA/CA),NA,30,NA,0,College / Trade,College / Trade
18755,Female,0,57.7,NA,Very important,"$100,000 to $ 124,999","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,"College, CEGEP or other non-university certificate or d...",Male,Ontario,Larger urban population centres (CMA/CA),NA,55,NA,0,HS or less,College / Trade
18756,Female,0,49.8,NA,Very important,"$25,000 to $49,999","Business, finance, and administration occupations",Trade certificate or diploma,"College, CEGEP or other non-university certificate or d...",Male,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,45,NA,0,College / Trade,College / Trade
18759,Female,3,65.4,20.9,Very important,"$75,000 to $99,999","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,NA,No Partner,British Columbia,Rural areas and small population centres (non CMA/CA),1960,65,20,1,HS or less,NA
18760,Female,0,28.3,NA,Very important,"$25,000 to $49,999",Sales and service occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Trade certificate or diploma,Male,Prairie region,Larger urban population centres (CMA/CA),NA,25,NA,0,University Undergraduate,College / Trade
18761,Female,0,65.7,NA,Not very important,"$50,000 to $74,999",NA,"University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Atlantic region,Prince Edward Island,NA,65,NA,0,University Graduate,University Undergraduate
18762,Female,2,37,29.1,Not at all important,"$50,000 to $74,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Quebec,Larger urban population centres (CMA/CA),2000,35,25,1,University Undergraduate,University Undergraduate
18764,Female,4,57.8,18,Somewhat important,"$25,000 to $49,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",High school diploma or a high school equivalency certi...,Male,British Columbia,Larger urban population centres (CMA/CA),1960,55,15,1,University Undergraduate,HS or less
18766,Female,3,57,24.7,Not at all important,"$25,000 to $49,999",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),1970,55,20,1,HS or less,NA
18768,Female,3,63.5,19.4,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,Male,Prairie region,Larger urban population centres (CMA/CA),1960,60,15,1,HS or less,HS or less
18769,Female,4,80,21.3,Very important,"Less than $25,000",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Prairie region,Rural areas and small population centres (non CMA/CA),NA,80,20,1,HS or less,NA
18772,Female,0,36,NA,Not at all important,"$50,000 to $74,999",Health occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,35,NA,0,University Undergraduate,NA
18775,Female,2,61.5,28.9,Not very important,"$50,000 to $74,999",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1970,60,25,1,HS or less,NA
18778,Female,2,80,21.2,Very important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,80,20,1,HS or less,NA
18779,Female,4,80,25.1,Very important,"$50,000 to $74,999",NA,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,80,25,1,College / Trade,NA
18780,Female,1,54,20.7,Not very important,"$125,000 and more",Health occupations,"University certificate, diploma or degree above the bach...",University certificate or diploma below the bachelor's level,Male,British Columbia,Larger urban population centres (CMA/CA),1970,50,20,1,University Graduate,University Undergraduate
18781,Female,3,80,27.1,Not at all important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,80,25,1,HS or less,NA
18782,Female,3,45.4,31.3,Very important,"$125,000 and more","Occupations in education, law and social, community and ...","University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,British Columbia,Larger urban population centres (CMA/CA),1990,45,30,1,University Graduate,University Undergraduate
18786,Female,2,63.7,20.1,Somewhat important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,Male,Atlantic region,Prince Edward Island,1960,60,20,1,HS or less,HS or less
18787,Female,2,62.1,37.6,Very important,"$75,000 to $99,999",Health occupations,"College, CEGEP or other non-university certificate or di...",Trade certificate or diploma,Male,Atlantic region,Prince Edward Island,1980,60,35,1,College / Trade,College / Trade
18790,Female,3,68,25.9,Somewhat important,"$125,000 and more",NA,"College, CEGEP or other non-university certificate or di...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Rural areas and small population centres (non CMA/CA),1960,65,25,1,College / Trade,University Undergraduate
18792,Female,1,22.4,20.8,Somewhat important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),2000,20,20,1,HS or less,NA
18793,Female,0,59.1,NA,Very important,"$125,000 and more",Sales and service occupations,High school diploma or a high school equivalency certificate,Less than high school diploma or its equivalent,Male,Ontario,Larger urban population centres (CMA/CA),NA,55,NA,0,HS or less,HS or less
18794,Female,4,76.5,21.5,Somewhat important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),NA,75,20,1,HS or less,NA
18795,Female,0,26.8,NA,Not at all important,"Less than $25,000",Sales and service occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,25,NA,0,University Undergraduate,NA
18798,Female,3,35.6,26,Somewhat important,"$50,000 to $74,999",Health occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),1990,35,25,1,University Undergraduate,NA
18799,Female,3,70.9,24.3,Somewhat important,"$50,000 to $74,999",NA,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,Male,Prairie region,Rural areas and small population centres (non CMA/CA),1960,70,20,1,HS or less,HS or less
18800,Female,3,40.9,29.9,Not very important,"$125,000 and more","Business, finance, and administration occupations","University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Larger urban population centres (CMA/CA),1990,40,25,1,University Graduate,University Undergraduate
